,name,address,bedroom,bathroom,area,price/m2,price,description,link
2233,Rumah Tonw House Surapati,"Rumah Tonw House Surapati, Bandung Tengah, Bandung, Jawa Barat",7,4,136 m²,Rp 23.437.500 per m²,"Rp 4,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-tonw-house-surapati-oleh-slamet-subagyo-17403882
2234,Dago,"Dago, Dago, Bandung, Jawa Barat",2,1,90 m²,Rp 13.741.135 per m²,"Rp 1,55 M",,https://www.rumah.com/listing-properti/dijual-dago-oleh-apriyana-al-kholik-17415981
2235,"Rumah murah dan bagus di pusat Kota Bandung, sayap Jalan Lengkong Besar, Strategis dan jarang ada.","Jalan Jati Bandung, Lengkong, Bandung, Jawa Barat",2,1,71 m²,Rp 14.782.609 per m²,"Rp 1,7 M",,https://www.rumah.com/listing-properti/dijual-rumah-murah-dan-bagus-di-pusat-kota-bandung-sayap-jalan-lengkong-besar-strategis-dan-jarang-ada-oleh-soetrisno-priadi-16832919
2236,Buahbatu,"Buahbatu, Buahbatu, Bandung, Jawa Barat",4,4,140 m²,Rp 19.791.667 per m²,"Rp 1,9 M",,https://www.rumah.com/listing-properti/dijual-buahbatu-oleh-ifah-sinergis-17415704
2237,RUMAH LAMA HITUNG TANAH MAINROAD TERUSAN PASTEUR SMPG TOL,"Djunjunan, Pasteur, Bandung, Jawa Barat",5,3,400 m²,Rp 17.741.935 per m²,Rp 22 M,,https://www.rumah.com/listing-properti/dijual-rumah-lama-hitung-tanah-mainroad-terusan-pasteur-smpg-tol-oleh-m-taofik-ramadani-16678406
2238,"5 Bedrooms House Antapani, Bandung, Jawa Barat","Antapani, Bandung, Jawa Barat",5,2,125 m²,Rp 10.000.000 per m²,"Rp 1,65 M",,https://www.rumah.com/listing-properti/dijual-5-bedrooms-house-antapani-bandung-jawa-barat-oleh-tommy-17415554
2239,"4 Bedrooms House Lengkong, Bandung, Jawa Barat","Lengkong, Bandung, Jawa Barat",4,2,180 m²,Rp 11.574.074 per m²,"Rp 2,5 M",,https://www.rumah.com/listing-properti/dijual-4-bedrooms-house-lengkong-bandung-jawa-barat-oleh-tommy-17415545
2240,Dijual cepat rumah 1 lantai di Antapani,"Antapani, Antapani, Bandung, Jawa Barat",2,1,70 m²,Rp 11.616.162 per m²,"Rp 1,15 M",,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-1-lantai-di-antapani-oleh-tommy-17415534
2241,Dijual rumah baru setrasari 2 lantai mewah pasteur bandung utara,"setrasari,pasteur,setra duta,sutami, Setrasari, Bandung, Jawa Barat",3,3,280 m²,Rp 28.761.062 per m²,"Rp 6,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-setrasari-2-lantai-mewah-pasteur-bandung-utara-oleh-martina-misella-17259135
2242,Dijual rumah geger kalong sayap setiabudi tanah besar udara nyaman,"geger kalong,pondok hijau,setiabudi,budisari, Setiabudi, Bandung, Jawa Barat",5,4,670 m²,Rp 13.709.677 per m²,"Rp 8,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-geger-kalong-sayap-setiabudi-tanah-besar-udara-nyaman-oleh-martina-misella-17205820
2243,Bukit Ligar,"Bukit Ligar, Cigadung, Bandung, Jawa Barat",5,4,170 m²,Rp 13.398.058 per m²,"Rp 1,38 M",,https://www.rumah.com/listing-properti/dijual-bukit-ligar-oleh-evie-sylviawati-17415372
2244,Dijual Rumah Baru Cluster Ciwaruga Bandung Utara,"Ciwaruga, Geger Kalong, Bandung, Jawa Barat",3,2,90 m²,Rp 9.595.960 per m²,Rp 950 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-cluster-ciwaruga-bandung-utara-oleh-yudha-prabawa-17227790
2245,Antapani Townhouse,"Jl Cikajang 11, Antapani Tengah, Antapani, Antapani, Bandung, Jawa Barat",4,3,100 m²,Rp 11.250.000 per m²,Rp 900 jt,,https://www.rumah.com/listing-properti/dijual-antapani-townhouse-oleh-hassah-17415351
2246,"Rumah buah batu, podomoro park","buah batu, bojong soang, bandung, Buahbatu, Bandung, Jawa Barat",2,2,40 m²,Rp 13.634.524 per m²,"Rp 1,1453 M",,https://www.rumah.com/listing-properti/dijual-rumah-buah-batu-podomoro-park-oleh-sasa-17215550
2247,"Rumah sayap pasteur, bandung","pasteur, bandung, jawa barat, Pasteur, Bandung, Jawa Barat",4,3,440 m²,Rp 21.666.667 per m²,"Rp 6,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-sayap-pasteur-bandung-oleh-sasa-17166308
2248,Batununggal Indah,". Jl Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",3,3,155 m²,Rp 19.047.619 per m²,"Rp 2,8 M",,https://www.rumah.com/listing-properti/dijual-batununggal-indah-oleh-sasa-16713893
2249,El Mansion Arcamanik,"Cisaranten, Bandung Wetan, Bandung, Jawa Barat",2,1,45 m²,Rp 9.266.668 per m²,"Rp 695,0001 jt",,https://www.rumah.com/listing-properti/dijual-el-mansion-arcamanik-oleh-herru-16382414
2250,Rumah Ala Villa Modern Sudah Banyak Yang Huni Di Soreang,"sukanagara Soreang, Soreang, Bandung, Jawa Barat",2,2,48 m²,Rp 5.041.667 per m²,Rp 363 jt,,https://www.rumah.com/listing-properti/dijual-rumah-ala-villa-modern-sudah-banyak-yang-huni-di-soreang-oleh-felo-17415303
2251,Butik Buah Batu,"Bojongsoang, Bojongsoang, Bandung, Jawa Barat",2,2,45 m²,Rp 5.347.222 per m²,Rp 385 jt,,https://www.rumah.com/listing-properti/dijual-butik-buah-batu-oleh-herru-17096198
2252,Butik Panyileukan Residence,"Jalan Soekarno Hatta, Panyileukan, Bandung, Jawa Barat",2,2,55 m²,Rp 8.333.333 per m²,Rp 670 jt,,https://www.rumah.com/listing-properti/dijual-butik-panyileukan-residence-oleh-herru-17124195
2253,Pasir Jati Residence,"Cijambe, Ujung Berung, Bandung, Jawa Barat",2,1,40 m²,Rp 6.597.222 per m²,Rp 475 jt,,https://www.rumah.com/listing-properti/dijual-pasir-jati-residence-oleh-herru-14870333
2254,Rumah Modern Dekat Kereta Api Cepat Ciwastra Bandung,"Ciwastra, Ciwastra, Bandung, Jawa Barat",3,2,60 m²,Rp 9.069.444 per m²,Rp 653 jt,,https://www.rumah.com/listing-properti/dijual-rumah-modern-dekat-kereta-api-cepat-ciwastra-bandung-oleh-felo-17415279
2255,Rumah Tanah Luas Di Arcamanik Sindanglaya Dekat Antapani,"Sindanglaya Antapani, Arcamanik, Bandung, Jawa Barat",2,2,50 m²,Rp 6.087.719 per m²,Rp 694 jt,,https://www.rumah.com/listing-properti/dijual-rumah-tanah-luas-di-arcamanik-sindanglaya-dekat-antapani-oleh-felo-17415261
2256,Rumah Mewah Hook Siap Huni Mainrod Cicaheum Bandung,"Cicaheum Bandung, Bandung Timur, Bandung, Jawa Barat",4,3,90 m²,Rp 14.563.107 per m²,"Rp 1,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-mewah-hook-siap-huni-mainrod-cicaheum-bandung-oleh-felo-17415246
2257,Pasirkaliki,"Pasirkaliki, Astanaanyar, Bandung, Jawa Barat",5,5,190 m²,Rp 10.407.240 per m²,"Rp 2,3 M",,https://www.rumah.com/listing-properti/dijual-pasirkaliki-oleh-desi-kezia-17415207
2258,Rumah,"Jalan Bukit Dago, Dago, Bandung, Jawa Barat",3,2,130 m²,Rp 7.764.706 per m²,"Rp 3,3 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-azan-16098470
2259,Jalan Cijawara Girang V,"Jalan Cijawara Girang V, Buahbatu, Bandung, Jawa Barat",4,2,115 m²,Rp 8.860.759 per m²,"Rp 1,4 M",,https://www.rumah.com/listing-properti/dijual-jalan-cijawara-girang-v-oleh-azan-17209938
2260,Jalan Citarum Bandung,"Jalan Citarum Bandung, Riau Re Martadinata, Bandung, Jawa Barat",6,3,400 m²,Rp 44.152.744.630 per m²,Rp 37.000 M,,https://www.rumah.com/listing-properti/dijual-jalan-citarum-bandung-oleh-azan-17400076
2261,Rumah 2 Lantai Siap Huni,"Antapani, Antapani, Bandung, Jawa Barat",4,3,175 m²,Rp 8.928.571 per m²,"Rp 1,375000008 M",,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-siap-huni-oleh-zainudin-awal-15897735
2262,Buah Batu Regency,"Buah Batu Regency, Buahbatu, Bandung, Jawa Barat",4,3,244 m²,Rp 18.442.623 per m²,"Rp 4,5 M",,https://www.rumah.com/listing-properti/dijual-buah-batu-regency-oleh-nanang-sutisna-17415119
2263,Dijual Rumah 2 Lantai di Cisaranten Kulon Arcamanik,"Cisaranten Kulon, Arcamanik, Bandung, Jawa Barat",3,3,94 m²,Rp 8.585.859 per m²,Rp 850 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-di-cisaranten-kulon-arcamanik-oleh-hendi-17172526
2264,Dijual Rumah Di Riung Bandung Gede Bage,"Riung Bandung, Gedebage, Bandung, Jawa Barat",4,2,90 m²,Rp 5.119.048 per m²,Rp 860 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-riung-bandung-gede-bage-oleh-hendi-17143102
2265,Dijual Rumah di Sayap Riau,"L.L.RE Martadinata, Bandung Wetan, Bandung, Jawa Barat",8,4,600 m²,Rp 8.095.781 per m²,"Rp 7,1 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-sayap-riau-oleh-hendi-16893305
2266,Dijual Rumah Di Jl. Permata Arcamanik,"Cisaranten Kulon, Arcamanik, Bandung, Jawa Barat",2,1,37 m²,Rp 7.816.092 per m²,Rp 680 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-jl-permata-arcamanik-oleh-hendi-17142981
2267,Dijual Rumah Baru 2 Lantai di Margahayu Raya 500 m ke Jl. Sukarno Hatta,"Margahayu Raya, Buahbatu, Bandung, Jawa Barat",3,2,65 m²,Rp 10.000.000 per m²,Rp 740 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-2-lantai-di-margahayu-raya-500-m-ke-jl-sukarno-hatta-oleh-hendi-17127200
2268,Dijual Rumah Murah Minimalis di Cisaranten Endah,"Cingised, Arcamanik, Bandung, Jawa Barat",2,1,36 m²,Rp 8 per m²,460,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-minimalis-di-cisaranten-endah-oleh-hendi-17072652
2269,Dijual Rumah Baru Minimalis di Cisaranten Arcamanik,"Permata Cisaranten, Arcamanik, Bandung, Jawa Barat",2,1,100 m²,Rp 14.270.833 per m²,Rp 685 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-minimalis-di-cisaranten-arcamanik-oleh-hendi-17032460
2270,Dijual Rumah murah di Riung Bandung,"Riung Bandung, Rancasari, Bandung, Jawa Barat",2,1,40 m²,Rp 6.500.000 per m²,Rp 390 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-di-riung-bandung-oleh-hendi-16780435
2271,Dijual Rumah di Komp Bali Resident STT Telkom,"Jl. Terusan Buahbatu, Bandung Selatan, Bandung, Jawa Barat",3,2,80 m²,Rp 8.571.429 per m²,Rp 900 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-komp-bali-resident-stt-telkom-oleh-hendi-16733365
2272,Dijual Rumah Baru 4 Unit di Hegarmanah Bandung,"Budisari, Cidadap, Bandung, Jawa Barat",4,4,300 m²,Rp 18.750.000 per m²,"Rp 3,75 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-4-unit-di-hegarmanah-bandung-oleh-hendi-17245886
2273,Dijual Rumah Di Cluster Sariwates 2 Lantai Harga 700 Juta an,"Sariwates, Antapani, Bandung, Jawa Barat",2,1,100 m²,Rp 9.610.390 per m²,Rp 740 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-cluster-sariwates-2-lantai-harga-700-juta-an-oleh-hendi-17186247
2274,DiJual 2 Lantai di Riung Bandung,"Riung Bandung, Gedebage, Bandung, Jawa Barat",4,3,150 m²,Rp 9.223.301 per m²,Rp 950 jt,,https://www.rumah.com/listing-properti/dijual-dijual-2-lantai-di-riung-bandung-oleh-hendi-16728681
2275,Dijual Rumah Di Tanjung Sari Antapani Desain Bagus,"Jl. Tanjungsari Asri, Antapani, Bandung, Jawa Barat",3,4,200 m²,Rp 13.017.751 per m²,"Rp 2,2 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-tanjung-sari-antapani-desain-bagus-oleh-hendi-17208356
2276,Dijual Rumah Di Sayap Gatot Subroto Luas Tanah 200m Harga 1 M an,"Gatot Subroto, Batununggal, Bandung, Jawa Barat",3,2,200 m²,Rp 8.000.000 per m²,"Rp 1,2 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-sayap-gatot-subroto-luas-tanah-200m-harga-1-m-an-oleh-hendi-17182697
2277,Dijual Rumah Baru Di Cluster Suryalaya Bandung,"Suryalaya, Lengkong, Bandung, Jawa Barat",4,4,150 m²,Rp 15.231.788 per m²,"Rp 2,3 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-di-cluster-suryalaya-bandung-oleh-hendi-17066527
2278,Dijual Rumah Luas di Sadang Serang,"Sadang Serang, Coblong, Bandung, Jawa Barat",6,4,326 m²,Rp 16.920.474 per m²,Rp 10 M,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-luas-di-sadang-serang-oleh-hendi-16730661
2279,Dijual Rumah Di Cisaranten Kulon Arcamanik Carfort 2 Mobil,"Cisaranten Kulon, Arcamanik, Bandung, Jawa Barat",2,1,114 m²,Rp 15.444.444 per m²,Rp 695 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-cisaranten-kulon-arcamanik-carfort-2-mobil-oleh-hendi-16728815
2280,Rumah keamanan lingkungan CCTV di Antapani Harga 800 Juta an,"Antapani akses Jl. Cibodas, Antapani, Bandung, Jawa Barat",4,4,121 m²,Rp 4.735.450 per m²,Rp 895 jt,,https://www.rumah.com/listing-properti/dijual-rumah-keamanan-lingkungan-cctv-di-antapani-harga-800-juta-an-oleh-hendi-17383386
2281,Dijual Rumah Di Margahayu Baru Renovasi,"Margahayu Raya, Buahbatu, Bandung, Jawa Barat",3,2,110 m²,Rp 5.902.778 per m²,Rp 850 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-margahayu-baru-renovasi-oleh-hendi-17250792
2282,Dijual rumah di Sayap Ahmad Yani dekat Kosambi Mainroad,"Ahmad Yani, Sumur Bandung, Bandung, Jawa Barat",6,3,200 m²,Rp 14.933.333 per m²,"Rp 11,2 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-sayap-ahmad-yani-dekat-kosambi-mainroad-oleh-hendi-16733779
2283,"Bangunan Lama, Main Road Setia Budi, Bisnis Area","Dr. Setiabudi, Setiabudi, Bandung, Jawa Barat",8,5,3244 m²,Rp 14.933.741 per m²,"Rp 29,3 M",,https://www.rumah.com/listing-properti/dijual-bangunan-lama-main-road-setia-budi-bisnis-area-oleh-hendi-17226406
2284,Dijual Rumah di Margahayu Raya Sangat Dekat Ke Metro Mall,"Margahayu Raya, Buahbatu, Bandung, Jawa Barat",3,2,100 m²,Rp 6.597.222 per m²,Rp 950 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-margahayu-raya-sangat-dekat-ke-metro-mall-oleh-hendi-17119371
2285,Dijual Rumah Di Cisitu Dago Bandung Siap Huni,"Cisitu, Coblong, Bandung, Jawa Barat",4,3,180 m²,Rp 16.071.429 per m²,"Rp 2,25 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-cisitu-dago-bandung-siap-huni-oleh-hendi-17041791
2286,Dijual Rumah Di Antapani Luas Tanah 121m Harga 800 Juta an,"Antapani Mas, Antapani, Bandung, Jawa Barat",5,3,189 m²,Rp 7.396.694 per m²,Rp 895 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-antapani-luas-tanah-121m-harga-800-juta-an-oleh-hendi-17208359
2287,Jual Rumah Di Sayap Gatot Subroto Harga Bawah Pasar,"Binong, Batununggal, Bandung, Jawa Barat",3,2,150 m²,Rp 6.000.000 per m²,"Rp 1,2 M",,https://www.rumah.com/listing-properti/dijual-jual-rumah-di-sayap-gatot-subroto-harga-bawah-pasar-oleh-hendi-17249885
2288,Pondok Hijau Indah,"Pondok Hijau Indah, Bandung Utara, Bandung, Jawa Barat",3,2,220 m²,Rp 18.500.000 per m²,"Rp 3,7 M",,https://www.rumah.com/listing-properti/dijual-pondok-hijau-indah-oleh-illa-jamila-17415015
2289,Dijual Rumah Di Jl Depok Antapani,"Jl. Depok, Antapani, Bandung, Jawa Barat",3,1,100 m²,Rp 6.583.333 per m²,Rp 790 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-jl-depok-antapani-oleh-hendi-17142299
2290,Dijual Rumah Produktif di jln cikampek Antapani,"Jl. Cikampek, Antapani, Bandung, Jawa Barat",6,3,100 m²,Rp 9.375.000 per m²,Rp 900 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-produktif-di-jln-cikampek-antapani-oleh-hendi-17142329
2291,Griya buah batu Selatan,"Bojongsari cijeruk cikoneng, Buahbatu, Bandung, Jawa Barat",2,1,38 m²,Rp 3.933.333 per m²,Rp 295 jt,,https://www.rumah.com/listing-properti/dijual-griya-buah-batu-selatan-oleh-ahmad-yaman-17391209
2292,"Hunian Asri di Cilame dekat Tol Padalarang, Pemkot Kab Bandung Barat","Cileme Dekat Pemkot Kab Bandung Barat, Kota Baru Parahyangan, Bandung, Jawa Barat",2,1,100 m²,Rp 4.400.000 per m²,Rp 440 jt,,https://www.rumah.com/listing-properti/dijual-hunian-asri-di-cilame-dekat-tol-padalarang-pemkot-kab-bandung-barat-oleh-adang-17210608
2293,Taman cibaduyut cangkuang,"Cibaduyut, Babakan Ciparay, Bandung, Jawa Barat",2,1,45 m²,Rp 4.347 per m²,Rp 313 rb,,https://www.rumah.com/listing-properti/dijual-taman-cibaduyut-cangkuang-oleh-ahmad-yaman-17391630
2294,Dijual rumah murah daerah riau! ! d bwh nilai njop,"Riau, Riau Re Martadinata, Bandung, Jawa Barat",4,3,300 m²,Rp 18.809.524 per m²,"Rp 7,9 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-daerah-riau-d-bwh-nilai-njop-oleh-irene-cahyani-17414892
2295,Bumi Panenjoan Cicalengka,"Cicalengka, Bandung, Jawa Barat",2,1,30 m²,Rp 4.454.545 per m²,Rp 294 jt,,https://www.rumah.com/listing-properti/dijual-bumi-panenjoan-cicalengka-oleh-stefan-muhammad-17412637
2296,Rumah siap pakai di sampora sukamenak,"Sampora, Kopo, Bandung, Jawa Barat",4,3,135 m²,Rp 5.803.571 per m²,Rp 650 jt,,https://www.rumah.com/listing-properti/dijual-rumah-siap-pakai-di-sampora-sukamenak-oleh-yanny-17414863
2297,GRAHA AURA KIARASARI,"jl kiarasari raya buahbatu bandung, Buahbatu, Bandung, Jawa Barat",2,2,55 m²,Rp 12.867.647 per m²,Rp 875 jt,"""Rumah ekslusif di Buahbatu harga murah,Graha Aura Kiarasari""",https://www.rumah.com/listing-properti/dijual-graha-aura-kiarasari-oleh-yudha-17281019
2298,Singgasana Pradana,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",5,5,320 m²,Rp 21.500.000 per m²,"Rp 4,3 M",,https://www.rumah.com/listing-properti/dijual-singgasana-pradana-oleh-irene-cahyani-17398326
2299,Saturnus,"Saturnus, Bandung Timur, Bandung, Jawa Barat",3,2,60 m²,Rp 10.646.341 per m²,Rp 873 jt,,https://www.rumah.com/listing-properti/dijual-saturnus-oleh-emil-17414763
2300,Rumah Sayap Riau,"Jl.Johar, Bandung Wetan, Bandung, Jawa Barat",4,2,250 m²,Rp 25.735.294 per m²,"Rp 5,25 M",,https://www.rumah.com/listing-properti/dijual-rumah-sayap-riau-oleh-matheus-ltp-17335520
2301,Rumah Murah Margahayu Raya Dekat RS Al Islam,"Rancasari, Bandung, Jawa Barat",4,2,185 m²,Rp 8.333.333 per m²,"Rp 1,7 M",,https://www.rumah.com/listing-properti/dijual-rumah-murah-margahayu-raya-dekat-rs-al-islam-oleh-ocky-herlambang-17107809
2302,"Rumah Sumbawa Sayap Riau, Bandung","Sumbawa, Riau Re Martadinata, Bandung, Jawa Barat",8,0,357 m²,Rp 29.885.057 per m²,Rp 13 M,,https://www.rumah.com/listing-properti/dijual-rumah-sumbawa-sayap-riau-bandung-oleh-alicia-lim-17414564
2303,"Rumah Sayap Riau, Cihapit, Bandung","Soka, Riau Re Martadinata, Bandung, Jawa Barat",5,4,450 m²,Rp 29.945.554 per m²,"Rp 16,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-sayap-riau-cihapit-bandung-oleh-alicia-lim-17414525
2304,"2 Bedrooms House Antapani, Bandung, Jawa Barat","Antapani, Bandung, Jawa Barat",2,2,65 m²,Rp 6.473.684 per m²,Rp 615 jt,,https://www.rumah.com/listing-properti/dijual-2-bedrooms-house-antapani-bandung-jawa-barat-oleh-aher-17414512
2305,Cluster Cigadung Murah,"Cigadung, Cigadung, Bandung, Jawa Barat",4,3,180 m²,Rp 11.605.839 per m²,"Rp 1,59 M",,https://www.rumah.com/listing-properti/dijual-cluster-cigadung-murah-oleh-irwan-ruhaendi-17403785
2306,"FOR SALE! !! Rumah Plus Gudang (1 lantai) di sayap Kopo, Bandung","Panglejar, Kopo, Bandung, Jawa Barat",4,5,400 m²,Rp 10.701.107 per m²,"Rp 5,8 M",,https://www.rumah.com/listing-properti/dijual-for-sale-rumah-plus-gudang-1-lantai-di-sayap-kopo-bandung-oleh-cing-cing-16875832
2307,FOR SALE! Rumah (Home Industri) di daerah Kopo,"Kopo Bihbul, Kopo, Bandung, Jawa Barat",3,2,600 m²,Rp 8.351.893 per m²,"Rp 7,5 M",,https://www.rumah.com/listing-properti/dijual-for-sale-rumah-home-industri-di-daerah-kopo-oleh-cing-cing-17001594
2308,Rumah cipageran,"Kampung torobosan cipageran cimahi, Cimindi, Bandung, Jawa Barat",6,4,500 m²,Rp 4.608.295 per m²,Rp 2 M,,https://www.rumah.com/listing-properti/dijual-rumah-cipageran-oleh-badarudin-sahab-17184532
2309,Rumah,"Jl.rajamantri I, Batununggal, Bandung, Jawa Barat",3,3,182 m²,Rp 10.000.000 per m²,"Rp 2,26 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-badarudin-sahab-17162283
2310,Rumah surya setra,"Jl.surya setra setrasari, Setrasari, Bandung, Jawa Barat",4,4,400 m²,Rp 16.129.032 per m²,"Rp 7,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-surya-setra-oleh-badarudin-sahab-17162234
2311,Rumah cluster amanda,"jl gede bage, Gedebage, Bandung, Jawa Barat",4,3,179 m²,Rp 18.229.167 per m²,"Rp 3,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-cluster-amanda-oleh-badarudin-sahab-17146187
2312,Rumah,"Cipageran cimahi, Cimindi, Bandung, Jawa Barat",6,4,500 m²,Rp 4.608.295 per m²,Rp 2 M,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-afnan-17414262
2313,Rumah,"Jl.soekarno hatta, Soekarno Hatta, Bandung, Jawa Barat",6,4,500 m²,Rp 15.822.785 per m²,Rp 5 M,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-afnan-17414204
2314,"Rumah minimalis, Harga di bawah 2M! !! Mekar Wangi, Bandung","Mekar Wangi, Bandung, Jawa Barat",3,2,112 m²,Rp 15.756.303 per m²,"Rp 1,875 M",,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-harga-di-bawah-2m-mekar-wangi-bandung-oleh-sielly-17414383
2315,Rumah,"Jl.Rajamantri Buah batu, Batununggal, Bandung, Jawa Barat",3,3,182 m²,Rp 10.000.000 per m²,"Rp 2,26 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-afnan-17414166
2316,Rumah,"setramurni setrasari, Setra Murni, Bandung, Jawa Barat",4,4,400 m²,Rp 16.129.032 per m²,"Rp 7,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-afnan-17414131
2317,Rumah,"Jl.Salendro Timur Buah Batu, Batununggal, Bandung, Jawa Barat",4,3,180 m²,Rp 10.073.260 per m²,"Rp 2,75 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-afnan-17414076
2318,Rumah Bagus Jl Samsudin BKR Bandung,"Bandung Tengah, Bandung, Jawa Barat",5,4,245 m²,Rp 18.461.538 per m²,"Rp 2,4 M",,https://www.rumah.com/listing-properti/dijual-rumah-bagus-jl-samsudin-bkr-bandung-oleh-maria-susanti-17414315
2319,Rumah Murah Siap Huni Minimalis di Pasir Impun dekat Arcamanik,"Nuansa Valley Pasir Impun Mandalajati, Mandalajati, Bandung, Jawa Barat",2,1,43 m²,Rp 6.041.667 per m²,Rp 435 jt,,https://www.rumah.com/listing-properti/dijual-rumah-murah-siap-huni-minimalis-di-pasir-impun-dekat-arcamanik-oleh-ify-anisa-17380401
2320,Rumah di griya caraka arcamanik siap huni harga nego legalitas lengkap,"Komplek Griya Caraka Arcamanik, Arcamanik, Bandung, Jawa Barat",3,2,100 m²,Rp 8.666.667 per m²,"Rp 1,3 M",,https://www.rumah.com/listing-properti/dijual-rumah-di-griya-caraka-arcamanik-siap-huni-harga-nego-legalitas-lengkap-oleh-ify-anisa-17343393
2321,"Rumah Minimalis, Akses jalan Besar, Siap pakai di Taman Kopo Indah, Bandung","Taman Kopo Indah, Bandung, Jawa Barat",2,1,120 m²,Rp 11.000.000 per m²,"Rp 2,2 M",,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-akses-jalan-besar-siap-pakai-di-taman-kopo-indah-bandung-oleh-sielly-17414361
