iter	Logloss
682	0.4585563155
683	0.4585396869
684	0.4585297276
685	0.4585032093
686	0.4584875027
687	0.4584852426
688	0.4584756369
689	0.4584627196
690	0.4584552183
691	0.458439911
692	0.4584213175
693	0.4584013639
694	0.4583701073
695	0.4583555486
696	0.4583442517
697	0.4583172303
698	0.4582948639
699	0.458282956
700	0.4582609417
701	0.4582464942
702	0.4582218984
703	0.4582175733
704	0.4582070189
705	0.4581779318
706	0.4581758689
707	0.4581742187
708	0.4581557208
709	0.4581464184
710	0.4581344946
711	0.4581236353
712	0.4581143585
713	0.4581022243
714	0.4580899523
715	0.4580605944
716	0.4580391522
717	0.458029012
718	0.4580184392
719	0.4580118814
720	0.4579922138
721	0.4579656433
722	0.4579544448
723	0.4579461053
724	0.4579277316
725	0.4579067169
726	0.457892563
727	0.4578754731
728	0.4578570224
729	0.4578558315
730	0.4578432833
731	0.4578418785
732	0.4578363604
733	0.4578182279
734	0.4577984928
735	0.4577793286
736	0.4577668075
737	0.4577613905
738	0.4577461784
739	0.4577285602
740	0.4577082984
741	0.4576785322
742	0.45767188
743	0.4576549364
744	0.4576327107
745	0.4576148803
746	0.4576016164
747	0.4575911452
748	0.4575894152
749	0.457573676
750	0.4575604819
751	0.4575460145
752	0.4575365366
753	0.4575086473
754	0.4574878126
755	0.4574643987
756	0.457461594
757	0.4574487141
758	0.4574218431
759	0.4574176342
760	0.457392139
761	0.4573867175
762	0.4573776522
763	0.4573719807
764	0.4573644167
765	0.4573534484
766	0.4573300187
767	0.4573181652
768	0.4572875602
769	0.4572617046
770	0.457255663
771	0.4572391854
772	0.4572266685
773	0.4572151113
774	0.4571987172
775	0.4571904845
776	0.4571758562
777	0.4571706193
778	0.4571578326
779	0.4571514022
780	0.4571322516
781	0.4571151202
782	0.4571013761
783	0.4570868761
784	0.4570690033
785	0.4570580162
786	0.4570459596
787	0.457034846
788	0.4570291796
789	0.4570191597
790	0.4569987398
791	0.4569960976
792	0.456978449
793	0.4569765397
794	0.4569726526
795	0.4569670383
796	0.4569535812
797	0.4569506879
798	0.4569237716
799	0.4569136258
800	0.4569031751
801	0.4568873198
802	0.4568692835
803	0.4568647859
804	0.4568521984
805	0.4568364807
806	0.4568276816
807	0.4568227481
808	0.4567994368
809	0.4567909082
810	0.456770953
811	0.4567644632
812	0.4567442996
813	0.4567354372
814	0.4567147277
815	0.456706862
816	0.4566910421
817	0.456677057
818	0.4566729646
819	0.4566587528
820	0.456647856
821	0.4566478463
822	0.4566394908
823	0.456634715
824	0.4566142594
825	0.4566047113
826	0.4565955745
827	0.4565676927
828	0.4565576902
829	0.4565403697
830	0.456522841
831	0.4565159648
832	0.4564903083
833	0.4564715443
834	0.4564634472
835	0.4564483869
836	0.4564287001
837	0.4564062218
838	0.4563843499
839	0.4563729555
840	0.456359881
841	0.4563536286
842	0.4563380719
843	0.4563234175
844	0.4563090638
845	0.456291462
846	0.4562750817
847	0.4562640518
848	0.4562304744
849	0.4562126786
850	0.4561970195
851	0.4561928953
852	0.4561796363
853	0.4561637347
854	0.4561526751
855	0.456132895
856	0.4561146194
857	0.4560943275
858	0.4560935819
859	0.456086221
860	0.4560812835
861	0.4560582357
862	0.4560437027
863	0.4560302817
864	0.4560140562
865	0.4559998588
866	0.4559882573
867	0.4559674625
868	0.4559467032
869	0.4559272027
870	0.455920437
871	0.4559072505
872	0.4559002212
873	0.4558895538
874	0.4558829476
875	0.4558695872
876	0.4558410365
877	0.4558339536
878	0.4558195447
879	0.4558073083
880	0.4557825047
881	0.4557695223
882	0.4557571648
883	0.4557418363
884	0.4557209475
885	0.4556996155
886	0.4556833063
887	0.4556640144
888	0.4556467637
889	0.4556355281
890	0.4556354394
891	0.4556211566
892	0.4556210674
893	0.4556080017
894	0.4555837385
895	0.4555697125
896	0.4555448291
897	0.4555352558
898	0.4555167617
899	0.4555035163
900	0.45548836
901	0.4554737645
902	0.4554654219
903	0.4554555579
904	0.4554423843
905	0.4554330487
906	0.4554222781
907	0.4554097151
908	0.4553980371
909	0.4553862586
910	0.4553770739
911	0.4553544381
912	0.4553456854
913	0.4553376284
914	0.4553192025
915	0.4553052231
916	0.4552958863
917	0.4552788334
918	0.4552729288
919	0.4552694229
920	0.4552618306
921	0.4552473851
922	0.4552410085
923	0.4552187126
924	0.455212688
925	0.4552022248
926	0.4551896015
927	0.455168127
928	0.4551644576
929	0.4551483593
930	0.4551412763
931	0.4551270319
932	0.4551043692
933	0.4550970051
934	0.4550852154
935	0.4550845691
936	0.4550795814
937	0.4550745965
938	0.455067463
939	0.45505591
940	0.4550376315
941	0.4550295386
942	0.4550295273
943	0.4549967473
944	0.454985424
945	0.4549617089
946	0.4549550851
947	0.4549386313
948	0.4549176067
949	0.4549127059
950	0.4549024114
951	0.4548872365
952	0.4548720115
953	0.4548564973
954	0.4548496405
955	0.4548368939
956	0.4548183858
957	0.4547958043
958	0.4547669181
959	0.4547607702
960	0.4547416611
961	0.4547280878
962	0.4547158834
963	0.4546995845
964	0.4546832095
965	0.454659494
966	0.4546386925
967	0.4546206066
968	0.4545986442
969	0.4545979768
970	0.4545819882
971	0.4545704087
972	0.4545625776
973	0.4545438435
974	0.4545359525
975	0.4545234196
976	0.4545115828
977	0.4545014012
978	0.4544959638
979	0.4544856538
980	0.4544674099
981	0.4544470702
982	0.4544346363
983	0.4544134399
984	0.4544053829
985	0.4543858468
986	0.4543636934
987	0.4543404402
988	0.454326764
989	0.4543082168
990	0.454285386
991	0.4542706049
992	0.4542615794
993	0.4542508586
994	0.4542408896
995	0.4542292399
996	0.4542208497
997	0.4542173028
998	0.45420202
999	0.4541925081
